Protein_id	Subfamily	Clade	Subclade	Group	Subgroup
044_d_Eukarya_s__Arabidopsis_thaliana_Q9LUN4_CHX19	4	4	8	16	116
EukM6_2695398	4	4	8	16	tbl_EukM6_2695398
EukM6_1451243	4	4	8	16	131
EukM6_1440460	4	4	8	16	131
EukM6_50265	4	4	8	16	132
EukM6_6170469	4	4	8	16	132
EukM6_6214881	4	4	8	16	132
137_COKA004740	4	4	8	16	136
EukM6_1981945	4	4	8	16	136
EukM6_5528244	4	4	8	16	136
EukM6_5096631	4	4	8	16	pb_139
138_SPUN000096	4	4	8	16	141
EukM6_5594076	4	4	8	16	141
EukM6_1081381	4	4	8	16	141
EukM6_2209044	4	4	8	16	143
EukM6_2207138	4	4	8	16	143
EukM6_3302044	4	4	8	16	143
EukM6_1159240	4	4	8	16	pb_138
EukM6_167523	4	4	8	16	pb_138
EukM6_2993644	4	4	8	16	147
EukM6_2991926	4	4	8	16	147
EukM6_5880933	4	4	8	16	151
EukM6_5882015	4	4	8	16	151
EukM6_1656247	4	4	8	16	153
EukM6_3321886	4	4	8	16	153
EukM6_5074799	4	4	8	16	pb_152
EukM6_5458881	4	4	8	16	pb_152
EukM6_1587822	4	4	8	16	pb_152
EukM6_3113661	4	4	8	16	pb_149
EukM6_146072	4	4	8	16	157
EukM6_5150833	4	4	8	16	157
EukM6_152396	4	4	8	16	157
EukM6_5146908	4	4	8	16	157
EukM6_1752307	4	4	8	16	157
EukM6_2706211	4	4	8	16	157
068_d__Eukarya_Saccharomycescerevisiae_P40309_KHA1	4	4	8	16	157
EukM6_5210799	4	4	8	16	157
EukM6_6216026	4	4	8	16	157
EukM6_55683	4	4	8	16	157
EukM6_5200931	4	4	8	16	157
EukM6_5193638	4	4	8	16	157
EukM6_2977911	4	4	8	16	157
EukM6_3017828	4	4	8	16	157
EukM6_5383579	4	4	8	16	157
EukM6_4045726	4	4	8	16	157
EukM6_3718582	4	4	8	16	157
EukM6_3348616	4	4	8	16	157
EukM6_5164445	4	4	8	16	174
EukM6_3101425	4	4	8	16	174
EukM6_3096663	4	4	8	16	174
EukM6_1384379	4	4	8	16	tbl_EukM6_1384379
EukM6_103144	4	4	8	16	178
EukM6_102442	4	4	8	16	178
EukM6_10998	4	4	8	16	181
EukM6_10402	4	4	8	16	181
EukM6_5998270	4	4	8	16	pbt_EukM6_5998270
EukM6_4009033	4	4	8	16	182
EukM6_4000704	4	4	8	16	182
EukM6_3633014	4	4	8	16	tbl_EukM6_3633014
EukM6_125897	4	4	8	16	185
EukM6_125564	4	4	8	16	185
EukM6_122071	4	4	8	16	185
EukM6_3317300	4	4	8	16	187
EukM6_3973940	4	4	8	16	187
Bac226_94764560	4	4	8	16	190
Bac226_199441078	4	4	8	16	190
Bac226_291453749	4	4	8	16	190
Bac226_226223900	4	4	8	16	192
Bac226_35015250	4	4	8	16	192
Bac226_249852604	4	4	8	16	tbl_Bac226_249852604
Bac226_94364936	4	4	8	16	tbl_Bac226_94364936
Bac226_408321884	4	4	8	16	pb_201
Bac226_313176656	4	4	8	16	pb_201
Bac226_385848723	4	4	8	16	205
Bac226_88016951	4	4	8	16	205
Bac226_343892528	4	4	8	16	205
Bac226_397390327	4	4	8	16	205
Bac226_401889878	4	4	8	16	205
Bac226_395357104	4	4	8	16	pb_204
Bac226_261348725	4	4	8	16	pb_204
Bac226_32395202	4	4	8	16	pb_201
Bac226_149817479	4	4	8	16	211
Bac226_254041307	4	4	8	16	211
Bac226_290646395	4	4	8	16	211
Bac226_3949350	4	4	8	16	211
Bac226_192424265	4	4	8	16	211
Bac226_65153671	4	4	8	16	211
Bac226_184959272	4	4	8	16	211
Bac226_3067647	4	4	8	16	211
Bac226_9778274	4	4	8	16	211
Bac226_391123828	4	4	8	16	211
Bac226_421478576	4	4	8	16	220
Bac226_388792345	4	4	8	16	220
Bac226_128571490	4	4	8	16	221
Bac226_1309927	4	4	8	16	221
Bac226_220270421	4	4	8	16	221
Bac226_137486782	4	4	8	16	221
Bac226_363823333	4	4	8	16	221
Bac226_253481378	4	4	8	16	221
Bac226_386118625	4	4	8	16	221
Bac226_281133869	4	4	8	16	221
Bac226_2191090	4	4	8	16	221
Bac226_199175195	4	4	8	16	221
Bac226_125407642	4	4	8	16	221
Bac226_12131990	4	4	8	16	221
Bac226_170027725	4	4	8	16	234
Bac226_339539001	4	4	8	16	234
Bac226_203895977	4	4	8	16	234
Bac226_127206243	4	4	8	16	234
Bac226_212803903	4	4	8	16	234
Bac226_399430968	4	4	8	16	234
Bac226_157837355	4	4	8	16	234
Bac226_386063416	4	4	8	16	234
Bac226_131832091	4	4	8	16	234
Bac226_295587353	4	4	8	16	234
Bac226_388280697	4	4	8	16	234
Bac226_420116542	4	4	8	16	234
Bac226_258474163	4	4	8	16	234
Bac226_119509200	4	4	8	16	234
Bac226_44122699	4	4	8	16	234
Bac226_252773584	4	4	8	16	234
Bac226_77138838	4	4	8	16	234
Bac226_96115921	4	4	8	16	234
Bac226_129107413	4	4	8	16	234
Bac226_77706147	4	4	8	16	234
Bac226_50630802	4	4	8	16	234
Bac226_335432534	4	4	8	16	234
Bac226_5338552	4	4	8	16	234
Bac226_115021951	4	4	8	16	234
Bac226_117816308	4	4	8	16	234
Bac226_129259975	4	4	8	16	234
Bac226_68845336	4	4	8	16	234
Bac226_324267741	4	4	8	16	234
Bac226_95716858	4	4	8	16	234
Bac226_375574362	4	4	8	16	234
Bac226_66089903	4	4	8	16	234
Bac226_338980861	4	4	8	16	234
Bac226_359654864	4	4	8	16	234
Bac226_138804449	4	4	8	16	234
Bac226_267466784	4	4	8	16	234
Bac226_418351598	4	4	8	16	234
Bac226_191802300	4	4	8	16	pb_233
Bac226_91231912	4	4	8	16	pb_233
Bac226_418352265	4	4	8	16	pb_233
Bac226_373733257	4	4	8	16	tbl_Bac226_373733257
Bac226_304834575	4	4	8	16	tbl_Bac226_304834575
Bac226_188735500	4	4	8	16	271
Bac226_281411057	4	4	8	16	271
Bac226_218758636	4	4	8	16	271
Bac226_91693379	4	4	8	16	271
Bac226_222627112	4	4	8	16	271
Bac226_266063560	4	4	8	16	278
Bac226_103443763	4	4	8	16	278
Bac226_354576280	4	4	8	16	278
Bac226_119020646	4	4	8	16	278
Bac226_100363036	4	4	8	16	281
Bac226_313915075	4	4	8	16	281
Bac226_252450180	4	4	8	16	281
Bac226_211088943	4	4	8	16	281
Bac226_44862140	4	4	8	16	281
Bac226_168034742	4	4	8	16	281
Bac226_372290623	4	4	8	16	281
Bac226_68098762	4	4	8	16	281
Bac226_23187102	4	4	8	16	281
Bac226_305370818	4	4	8	16	281
Bac226_86176018	4	4	8	16	281
Bac226_69243504	4	4	8	16	281
Bac226_94256235	4	4	8	16	281
Bac226_181543174	4	4	8	16	281
Bac226_136774672	4	4	8	16	281
Bac226_73040006	4	4	8	16	281
Bac226_75827554	4	4	8	16	281
Bac226_41665538	4	4	8	16	281
Bac226_260718959	4	4	8	16	281
Bac226_73175423	4	4	8	16	281
Bac226_204390363	4	4	8	16	281
Bac226_238658231	4	4	8	16	281
Bac226_101870880	4	4	8	16	281
Bac226_64378551	4	4	8	16	281
Bac226_82044321	4	4	8	16	281
Bac226_297830115	4	4	8	16	281
Bac226_13567135	4	4	8	16	281
Bac226_154497899	4	4	8	16	307
Bac226_242544433	4	4	8	16	307
Bac226_78967446	4	4	8	16	307
Bac226_210003309	4	4	8	16	312
Bac226_158377036	4	4	8	16	312
Bac226_149661400	4	4	8	16	312
Bac226_415266034	4	4	8	16	312
Bac226_193220555	4	4	8	16	312
Bac226_200112440	4	4	8	16	312
Bac226_178785575	4	4	8	16	312
Bac226_397887697	4	4	8	16	318
Bac226_45830337	4	4	8	16	318
Bac226_233961425	4	4	8	16	320
Bac226_409977300	4	4	8	16	320
Bac226_396793675	4	4	8	16	320
Bac226_238607000	4	4	8	16	320
Bac226_87355770	4	4	8	16	320
Bac226_396660346	4	4	8	16	320
Bac226_65419180	4	4	8	16	320
Bac226_385348497	4	4	8	16	320
Bac226_239212251	4	4	8	16	320
Bac226_292621273	4	4	8	16	320
Bac226_327718652	4	4	8	16	320
Bac226_418799303	4	4	8	16	320
Bac226_69186581	4	4	8	16	320
Bac226_63638452	4	4	8	16	320
Bac226_61798075	4	4	8	16	320
Bac226_154401320	4	4	8	16	320
Bac226_68070912	4	4	8	16	320
Bac226_158622361	4	4	8	16	320
Bac226_237101369	4	4	8	16	320
Bac226_318190789	4	4	8	16	320
Bac226_217124826	4	4	8	16	320
Bac226_296208339	4	4	8	16	320
Bac226_420388394	4	4	8	16	320
Bac226_358425428	4	4	8	16	320
Bac226_6258913	4	4	8	16	320
Bac226_69603142	4	4	8	16	320
Bac226_249204161	4	4	8	16	320
Bac226_174624937	4	4	8	16	320
Bac226_267587267	4	4	8	16	320
Bac226_107536726	4	4	8	16	320
Bac226_83621736	4	4	8	16	320
Bac226_241377599	4	4	8	16	320
Bac226_269264259	4	4	8	16	320
Bac226_172475634	4	4	8	16	320
Bac226_29457056	4	4	8	16	320
Bac226_41442516	4	4	8	16	320
Bac226_94687240	4	4	8	16	320
Bac226_308525387	4	4	8	16	360
Bac226_130696943	4	4	8	16	360
Bac226_69859926	4	4	8	16	361
Bac226_357915975	4	4	8	16	361
Bac226_382656657	4	4	8	16	363
Bac226_362782478	4	4	8	16	363
Bac226_16787792	4	4	8	16	pb_358
Bac226_76630432	4	4	8	16	366
Bac226_147492944	4	4	8	16	366
Bac226_45606296	4	4	8	16	366
Bac226_9222799	4	4	8	16	368
Bac226_110335749	4	4	8	16	368
Bac226_338135694	4	4	8	16	368
Bac226_92779889	4	4	8	16	368
Bac226_100277644	4	4	8	16	368
Bac226_237163247	4	4	8	16	368
Bac226_119475088	4	4	8	16	368
Bac226_142747714	4	4	8	16	368
Bac226_117025197	4	4	8	16	368
Bac226_63652115	4	4	8	16	368
Bac226_256537513	4	4	8	16	368
Bac226_349606951	4	4	8	16	368
Bac226_109989418	4	4	8	16	368
Bac226_410955192	4	4	8	16	368
Bac226_318025800	4	4	8	16	368
Bac226_240612987	4	4	8	16	368
Bac226_377625367	4	4	8	16	368
Bac226_97196619	4	4	8	16	368
Bac226_119608258	4	4	8	16	368
Bac226_106171228	4	4	8	16	368
Bac226_7945614	4	4	8	16	368
Bac226_202532929	4	4	8	16	368
Bac226_233046577	4	4	8	16	368
Bac226_114185457	4	4	8	16	368
Bac226_170186628	4	4	8	16	368
Bac226_281205991	4	4	8	16	368
Bac226_85295836	4	4	8	16	368
Bac226_140330688	4	4	8	16	394
Bac226_182376371	4	4	8	16	394
Bac226_85922615	4	4	8	16	394
Bac226_345941044	4	4	8	16	398
Bac226_314918060	4	4	8	16	398
Bac226_174219545	4	4	8	16	398
Bac226_404361717	4	4	8	16	398
Bac226_304330198	4	4	8	16	398
Bac226_301332006	4	4	8	16	398
Bac226_257637998	4	4	8	16	398
Bac226_22342812	4	4	8	16	398
Bac226_124742627	4	4	8	16	398
Bac226_44498216	4	4	8	16	398
Bac226_151144495	4	4	8	16	398
Bac226_61542339	4	4	8	16	398
Bac226_270166675	4	4	8	16	398
Bac226_111072147	4	4	8	16	398
Bac226_57065017	4	4	8	16	398
Bac226_363335335	4	4	8	16	398
Bac226_60137602	4	4	8	16	398
Bac226_190295443	4	4	8	16	398
Bac226_104727501	4	4	8	16	398
Bac226_185130575	4	4	8	16	398
Bac226_136738007	4	4	8	16	398
Bac226_84864250	4	4	8	16	398
Bac226_99196788	4	4	8	16	398
Bac226_78356116	4	4	8	16	398
Bac226_404934871	4	4	8	16	398
Bac226_351601805	4	4	8	16	398
Bac226_77955169	4	4	8	16	398
Bac226_85601631	4	4	8	16	398
Bac226_216739989	4	4	8	16	398
Bac226_418568212	4	4	8	16	398
Bac226_80982543	4	4	8	16	398
Bac226_3861124	4	4	8	16	398
Bac226_139332298	4	4	8	16	398
Bac226_122251671	4	4	8	16	398
Bac226_132232004	4	4	8	16	398
Bac226_21596421	4	4	8	16	398
Bac226_75282757	4	4	8	16	398
Bac226_123446417	4	4	8	16	398
Bac226_64563910	4	4	8	16	398
Bac226_354978443	4	4	8	16	398
Bac226_391253200	4	4	8	16	398
Bac226_413588477	4	4	8	16	398
Bac226_46400618	4	4	8	16	398
Bac226_244446975	4	4	8	16	398
Bac226_56395532	4	4	8	16	398
Bac226_12127569	4	4	8	16	398
Bac226_256990098	4	4	8	16	398
Bac226_99303203	4	4	8	16	398
Bac226_116927564	4	4	8	16	398
Bac226_326219266	4	4	8	16	398
Bac226_404226962	4	4	8	16	398
Bac226_210092924	4	4	8	16	398
Bac226_64111019	4	4	8	16	398
Bac226_223070856	4	4	8	16	398
Bac226_407458348	4	4	8	16	398
Bac226_26042489	4	4	8	16	398
Bac226_62513514	4	4	8	16	398
Bac226_240948321	4	4	8	16	398
Bac226_2801032	4	4	8	16	398
Bac226_175138547	4	4	8	16	398
Bac226_301692046	4	4	8	16	398
Bac226_376773640	4	4	8	16	398
Bac226_128329466	4	4	8	16	398
Bac226_114018973	4	4	8	16	398
Bac226_97090198	4	4	8	16	398
Bac226_415882589	4	4	8	16	398
Bac226_314550761	4	4	8	16	398
Bac226_43047455	4	4	8	16	398
Bac226_383049609	4	4	8	16	467
Bac226_408299295	4	4	8	16	467
Bac226_50219426	4	4	8	16	467
Bac226_217905678	4	4	8	16	467
Bac226_408013750	4	4	8	16	474
Bac226_143563630	4	4	8	16	474
Bac226_331494821	4	4	8	16	474
Bac226_396638037	4	4	8	16	476
Bac226_49348953	4	4	8	16	476
Bac226_125186047	4	4	8	16	pb_478
Bac226_242696279	4	4	8	16	pb_478
Bac226_93129272	4	4	8	16	482
Bac226_371188060	4	4	8	16	482
Bac226_34879092	4	4	8	16	483
Bac226_346007198	4	4	8	16	483
Bac226_73884627	4	4	8	16	pb_480
Bac226_401300511	4	4	8	16	pb_480
Bac226_245906003	4	4	8	16	485
Bac226_38377525	4	4	8	16	485
Bac226_152743192	4	4	8	16	487
Bac226_138515323	4	4	8	16	487
Bac226_10544706	4	4	8	16	487
Bac226_50212107	4	4	8	16	491
Bac226_280619008	4	4	8	16	491
Bac226_221818581	4	4	8	16	494
Bac226_349607149	4	4	8	16	494
Bac226_271402392	4	4	8	16	pb_490
Bac226_411881140	4	4	8	16	pb_490
Bac226_324812008	4	4	8	16	495
Bac226_112075352	4	4	8	16	495
Bac226_6563806	4	4	8	16	496
Bac226_145642412	4	4	8	16	496
Bac226_268121418	4	4	8	16	496
Bac226_162648354	4	4	8	16	496
Bac226_64195902	4	4	8	16	496
Bac226_177903954	4	4	8	16	496
Bac226_81513815	4	4	8	16	496
Bac226_249370321	4	4	8	16	496
Bac226_303253159	4	4	8	16	496
Bac226_179406646	4	4	8	16	496
Bac226_151992075	4	4	8	16	496
Bac226_39475660	4	4	8	16	496
Bac226_143472765	4	4	8	16	496
Bac226_197529613	4	4	8	16	509
Bac226_257744885	4	4	8	16	509
Bac226_343221895	4	4	8	16	509
Bac226_378869900	4	4	8	16	509
Bac226_43827286	4	4	8	16	509
Bac226_370998292	4	4	8	16	509
Bac226_80292864	4	4	8	16	509
Bac226_150579003	4	4	8	16	509
Bac226_150034993	4	4	8	16	pb_508
Bac226_42215900	4	4	8	16	517
Bac226_378871076	4	4	8	16	517
Bac226_23431992	4	4	8	16	517
Bac226_390524760	4	4	8	16	517
Bac226_8702622	4	4	8	16	517
Bac226_126372453	4	4	8	16	517
Bac226_251769476	4	4	8	16	517
Bac226_41319436	4	4	8	16	517
Bac226_64525643	4	4	8	16	517
Bac226_391453686	4	4	8	16	517
Bac226_208677079	4	4	8	16	517
Bac226_279214372	4	4	8	16	517
Bac226_45946724	4	4	8	16	517
Bac226_9909456	4	4	8	16	517
Bac226_149795814	4	4	8	16	517
Bac226_399006890	4	4	8	16	517
Bac226_81621086	4	4	8	16	517
Bac226_179765194	4	4	8	16	517
Bac226_228453485	4	4	8	16	517
Bac226_366421438	4	4	8	16	517
Bac226_76874203	4	4	8	16	517
Bac226_278044494	4	4	8	16	517
Bac226_365919783	4	4	8	16	517
Bac226_177514387	4	4	8	16	517
Bac226_213970787	4	4	8	16	517
Bac226_12616180	4	4	8	16	517
Bac226_38788767	4	4	8	16	544
Bac226_127277704	4	4	8	16	544
Bac226_359842216	4	4	8	16	544
Bac226_105815003	4	4	8	16	544
Bac226_93752712	4	4	8	16	pb_543
Bac226_175444842	4	4	8	16	pb_543
Bac226_190461504	4	4	8	16	pb_543
Bac226_160190125	4	4	8	16	549
Bac226_64651013	4	4	8	16	549
Bac226_299264856	4	4	8	16	549
Bac226_45440866	4	4	8	16	549
Bac226_40852848	4	4	8	16	553
Bac226_115719037	4	4	8	16	553
Bac226_352794481	4	4	8	16	553
Bac226_312503180	4	4	8	16	tbl_Bac226_312503180
Bac226_381010740	4	4	8	16	tbl_Bac226_381010740
Bac226_346577497	4	4	8	16	pbt_Bac226_346577497
Bac226_152433910	4	4	8	16	pb_561
Bac226_326835861	4	4	8	16	pb_561
Bac226_265958045	4	4	8	16	pb_561
Bac226_196116824	4	4	8	16	pb_561
Bac226_390500937	4	4	8	16	567
Bac226_293601713	4	4	8	16	567
Bac226_103468315	4	4	8	16	567
Bac226_274652800	4	4	8	16	567
Bac226_192839787	4	4	8	16	567
Bac226_66713249	4	4	8	16	pb_566
Bac226_160641772	4	4	8	16	pb_566
Bac226_208433795	4	4	8	16	pb_572
Bac226_80949952	4	4	8	16	574
Bac226_68893081	4	4	8	16	574
Bac226_130094908	4	4	8	16	574
Bac226_181031828	4	4	8	16	574
Bac226_164629315	4	4	8	16	574
Bac226_386552319	4	4	8	16	574
Bac226_119272169	4	4	8	16	574
Bac226_124703361	4	4	8	16	574
Bac226_283555359	4	4	8	16	574
Bac226_124703056	4	4	8	16	574
Bac226_201132737	4	4	8	16	574
Bac226_153575544	4	4	8	16	574
Bac226_291590165	4	4	8	16	pb_585
Bac226_104758735	4	4	8	16	589
Bac226_246078986	4	4	8	16	589
Bac226_281799875	4	4	8	16	pb_585
Bac226_387402590	4	4	8	16	pb_585
Bac226_34356597	4	4	8	16	pb_590
Bac226_53040498	4	4	8	16	pb_590
Bac226_302812477	4	4	8	16	592
Bac226_128582929	4	4	8	16	592
Bac226_281798583	4	4	8	16	592
Bac226_264249283	4	4	8	16	592
Bac226_45257785	4	4	8	16	596
Bac226_404956071	4	4	8	16	596
Bac226_173682387	4	4	8	16	596
Bac226_371402169	4	4	8	16	596
Bac226_370370572	4	4	8	16	596
Bac226_29624995	4	4	8	16	596
Bac226_31620652	4	4	8	16	596
Bac226_335688538	4	4	8	16	596
Bac226_47419959	4	4	8	16	596
Bac226_191949640	4	4	8	16	596
Bac226_32067151	4	4	8	16	596
Bac226_389514326	4	4	8	16	596
Bac226_260059081	4	4	8	16	596
Bac226_32067139	4	4	8	16	596
Bac226_304164059	4	4	8	16	609
Bac226_217816513	4	4	8	16	609
Bac226_314308847	4	4	8	16	609
Bac226_207207743	4	4	8	16	609
Bac226_240495718	4	4	8	16	609
Bac226_223656386	4	4	8	16	609
Bac226_60960162	4	4	8	16	609
Bac226_387308472	4	4	8	16	609
Bac226_223656375	4	4	8	16	609
Bac226_397517686	4	4	8	16	609
Bac226_55150902	4	4	8	16	609
Bac226_347932387	4	4	8	16	609
Bac226_114284000	4	4	8	16	609
Bac226_398582106	4	4	8	16	tbl_Bac226_398582106
Bac226_32392353	4	4	8	16	622
Bac226_180583216	4	4	8	16	622
Bac226_261708733	4	4	8	16	622
Bac226_347011005	4	4	8	16	622
Bac226_20494892	4	4	8	16	622
Bac226_312916374	4	4	8	16	622
Bac226_247694612	4	4	8	16	622
Bac226_130746314	4	4	8	16	622
Bac226_178444480	4	4	8	16	622
Bac226_181925463	4	4	8	16	622
Bac226_265913094	4	4	8	16	622
Bac226_191617723	4	4	8	16	632
Bac226_125498950	4	4	8	16	632
Bac226_362033447	4	4	8	16	632
Bac226_364157798	4	4	8	16	632
Bac226_163890654	4	4	8	16	632
Bac226_397382705	4	4	8	16	632
Bac226_170225956	4	4	8	16	632
Bac226_356364217	4	4	8	16	645
Bac226_182341730	4	4	8	16	645
Bac226_201433637	4	4	8	16	645
Bac226_14519497	4	4	8	16	645
Bac226_238088380	4	4	8	16	645
Bac226_392538207	4	4	8	16	645
Bac226_333437103	4	4	8	16	645
Bac226_365734385	4	4	8	16	645
Bac226_311097858	4	4	8	16	645
Bac226_80111829	4	4	8	16	645
Bac226_408328445	4	4	8	16	645
Bac226_234094968	4	4	8	16	645
Bac226_185022892	4	4	8	16	656
Bac226_83231091	4	4	8	16	656
Bac226_289759353	4	4	8	16	657
Bac226_77086003	4	4	8	16	657
Bac226_203464351	4	4	8	16	657
Bac226_43627070	4	4	8	16	657
Bac226_375022880	4	4	8	16	657
Bac226_308207592	4	4	8	16	657
Bac226_193554846	4	4	8	16	657
Bac226_266976178	4	4	8	16	657
Bac226_228313105	4	4	8	16	657
Bac226_224084405	4	4	8	16	657
Bac226_123178419	4	4	8	16	657
Bac226_379417170	4	4	8	16	657
Bac226_378784510	4	4	8	16	657
Bac226_308131129	4	4	8	16	657
Bac226_365735395	4	4	8	16	657
Bac226_170037191	4	4	8	16	657
Bac226_137940178	4	4	8	16	672
Bac226_13465915	4	4	8	16	672
Bac226_52543068	4	4	8	16	672
Bac226_135467465	4	4	8	16	672
Bac226_160450058	4	4	8	16	672
Bac226_91282871	4	4	8	16	672
Bac226_56960137	4	4	8	16	672
Bac226_299708644	4	4	8	16	672
Bac226_150926488	4	4	8	16	672
Bac226_357002831	4	4	8	16	672
Bac226_171342474	4	4	8	16	672
Bac226_89657132	4	4	8	16	672
Bac226_419582221	4	4	8	16	672
Bac226_278620457	4	4	8	16	672
Bac226_66736429	4	4	8	16	672
Bac226_193881308	4	4	8	16	672
Bac226_76696205	4	4	8	16	672
Bac226_180637824	4	4	8	16	672
Bac226_267120316	4	4	8	16	672
Bac226_348662461	4	4	8	16	692
Bac226_66553515	4	4	8	16	692
Bac226_84095966	4	4	8	16	693
Bac226_415647592	4	4	8	16	693
Bac226_42234024	4	4	8	16	tbl_Bac226_42234024
Bac226_192765153	4	4	8	16	tbl_Bac226_192765153
Bac226_110135610	4	4	8	16	tbl_Bac226_110135610
Bac226_88107315	4	4	8	16	705
Bac226_299507337	4	4	8	16	705
Bac226_321792834	4	4	8	16	pb_701
Bac226_115095927	4	4	8	16	pb_701
Bac226_420343443	4	4	8	16	pb_701
Bac226_36375378	4	4	8	16	706
Bac226_386802882	4	4	8	16	706
Bac226_112974340	4	4	8	16	pb_707
Bac226_421639441	4	4	8	16	pb_707
Bac226_27304479	4	4	8	16	pb_707
Bac226_121636723	4	4	8	16	712
Bac226_147891633	4	4	8	16	712
Bac226_362154848	4	4	8	16	pb_710
Bac226_87073968	4	4	8	16	pb_710
Bac226_145398694	4	4	8	16	pb_710
Bac226_172333338	4	4	8	16	716
Bac226_88587278	4	4	8	16	716
